keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,katman
kral kupası canlı izle,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,,,,,,evet,0,0,0,10,10,20,20,20,0,10,10,0,0,10,10,210,0,10,20,10,10,10,0,0,0,0,0,10,0,10,110,hayır,,,Geçerli,Ana Liste
kral kupası hangi kanalda,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,140,,,,,,evet,0,0,10,90,140,590,480,170,10,10,10,10,10,10,30,1900,50,1300,720,50,10,20,10,10,0,10,30,50,10,70,1600,hayır,,,Geçerli,Ana Liste
copa del rey,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,5400,LOW,0,,,,evet,1300,1000,2900,9900,9900,14800,12100,8100,1000,1600,1000,1300,1000,1600,5400,40500,3600,18100,22200,3600,1300,1900,1000,1600,1600,2900,3600,5400,1900,4400,27100,hayır,,,Geçerli,Ana Liste
copa del rey fikstür,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,0,,,,evet,10,0,10,10,20,20,40,10,10,10,10,10,10,0,10,20,10,30,90,10,10,10,10,0,0,10,10,0,10,10,30,hayır,,,Geçerli,Ana Liste
copa del rey maç sonuçları,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,mac,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
copa del rey canlı izle,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
copa del rey hangi kanalda,Copa del Rey,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,kan,90,,,,,,evet,0,0,10,70,70,70,70,720,10,10,0,10,10,0,10,320,20,140,70,10,10,10,10,10,10,0,0,20,10,40,880,hayır,,,Geçerli,Ana Liste
ispanya süper kupa,Supercopa de España,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,9900,LOW,0,,,,evet,720,480,1600,1600,1900,1900,110000,3600,1000,1000,1000,1300,1000,4400,6600,4400,1600,2400,90500,2900,1000,1000,1300,3600,1300,1300,2900,1900,1300,1600,110000,hayır,,,Geçerli,Ana Liste
ispanya süper kupa fikstür,Supercopa de España,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
ispanya süper kupa maç sonuçları,Supercopa de España,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,mac,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
ispanya süper kupa canlı izle,Supercopa de España,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
ispanya süper kupa hangi kanalda,Supercopa de España,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kan,110,LOW,29,,,,evet,10,10,10,10,10,10,1300,10,10,10,10,10,10,0,10,30,0,10,720,10,0,10,10,50,10,10,10,10,10,0,1600,hayır,,,Geçerli,Ana Liste
coppa italia,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,1900,LOW,1,,,,evet,320,260,1900,8100,1600,4400,1300,2900,320,480,1000,1300,390,480,4400,6600,880,4400,1900,3600,480,480,1000,1300,390,260,2900,2900,590,1000,6600,hayır,,,Geçerli,Ana Liste
coppa italia fikstür,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
coppa italia maç sonuçları,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
coppa italia canlı izle,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
coppa italia hangi kanalda,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,10,,,,,,evet,0,0,20,10,10,10,10,10,0,10,20,30,0,0,20,30,10,10,10,40,0,0,0,0,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
italya kupası,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,12100,LOW,0,,,,evet,590,1000,14800,27100,14800,33100,12100,33100,880,1600,5400,4400,720,1300,22200,49500,4400,33100,14800,27100,880,1900,5400,2900,880,1000,14800,22200,2900,5400,49500,hayır,,,Geçerli,Ana Liste
italya kupası fikstür,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,20,LOW,0,,,,evet,10,10,20,30,30,70,40,40,10,10,10,10,10,10,20,50,20,70,50,70,10,20,10,10,10,10,30,50,30,70,140,hayır,,,Geçerli,Ana Liste
italya kupası maç sonuçları,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,40,,,,,,evet,0,10,20,50,40,110,30,140,10,20,30,10,0,10,50,110,10,140,50,110,10,20,50,50,0,10,20,90,10,20,210,hayır,,,Geçerli,Ana Liste
italya kupası canlı izle,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,LOW,14,,,,evet,10,0,10,10,0,10,0,10,0,10,20,30,0,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,0,0,20,hayır,,,Geçerli,Ana Liste
italya kupası hangi kanalda,Coppa Italia,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,110,LOW,21,,,,evet,10,10,90,110,40,170,110,390,30,20,260,110,10,10,170,90,10,210,260,390,10,30,70,90,10,10,170,210,10,30,590,hayır,,,Geçerli,Ana Liste
dfb pokal,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,8100,LOW,3,1,0.12,0.48,evet,880,1600,12100,9900,1600,5400,1600,5400,2400,22200,2400,22200,880,1900,9900,8100,1900,5400,1000,6600,1900,18100,2400,22200,1000,1600,14800,8100,3600,5400,2900,hayır,,,Geçerli,Ana Liste
dfb pokal fikstür,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
dfb pokal maç sonuçları,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
dfb pokal canlı izle,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
dfb pokal hangi kanalda,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,20,LOW,0,,,,evet,10,0,90,30,10,10,10,10,10,50,10,50,10,10,40,10,10,20,10,30,10,40,10,30,10,0,50,10,10,10,10,hayır,,,Geçerli,Ana Liste
almanya kupası,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,6600,LOW,0,,,,evet,590,880,12100,14800,2900,12100,1900,14800,1000,14800,1300,6600,480,1300,12100,14800,2400,9900,2400,18100,1300,14800,880,6600,1600,2400,18100,12100,8100,9900,5400,hayır,,,Geçerli,Ana Liste
almanya kupası fikstür,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,0,,,,evet,10,20,20,40,10,20,10,10,10,20,10,10,10,10,10,20,10,20,10,20,10,20,10,10,10,20,20,20,50,30,10,hayır,,,Geçerli,Ana Liste
almanya kupası maç sonuçları,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,50,,,,,,evet,0,10,10,30,10,90,20,140,10,210,0,50,0,10,20,70,10,110,10,210,10,140,10,90,20,30,10,30,40,70,20,hayır,,,Geçerli,Ana Liste
almanya kupası canlı izle,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,20,LOW,0,,,,evet,10,70,20,20,10,20,10,10,10,10,10,30,10,10,10,10,0,10,0,10,0,10,0,20,0,0,10,0,10,10,10,hayır,,,Geçerli,Ana Liste
almanya kupası hangi kanalda,DFB Pokal,Futbol,Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,140,LOW,0,,,,evet,10,10,480,260,10,170,10,260,20,320,10,170,0,10,170,50,10,110,10,590,20,480,10,210,10,10,260,30,50,140,50,hayır,,,Geçerli,Ana Liste
dünya kupası,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,4090000,LOW,1,0.12,0.03,0.14,evet,24900000,24900000,550000,450000,550000,74000,60500,110000,201000,165000,110000,33100,40500,135000,49500,27100,60500,33100,33100,49500,40500,40500,40500,33100,246000,201000,40500,27100,33100,40500,90500,hayır,,,Geçerli,Ana Liste
dünya kupası puan durumu,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,1000000,LOW,1,0.1,0.03,0.11,evet,1830000,9140000,201000,301000,368000,18100,22200,74000,33100,40500,22200,2900,3600,12100,4400,4400,12100,4400,4400,8100,8100,4400,5400,4400,9900,18100,1600,1600,1900,1300,1600,hayır,,,Geçerli,Ana Liste
dünya kupası fikstür,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,165000,LOW,5,0.12,0.02,0.15,evet,823000,1000000,27100,22200,18100,880,590,3600,2400,2400,2400,210,260,880,170,90,390,50,70,210,170,260,260,90,2900,5400,170,110,260,170,210,hayır,,,Geçerli,Ana Liste
dünya kupası maç sonuçları,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,60500,LOW,3,0.09,0.02,0.09,evet,301000,368000,140,590,1900,20,30,50,1900,1300,1300,40,140,260,30,10,210,20,40,30,90,140,110,40,1300,1600,50,50,110,70,110,hayır,,,Geçerli,Ana Liste
dünya kupası canlı izle,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,5400,LOW,2,0.24,0.07,0.32,evet,49500,14800,20,10,110,10,10,20,40,20,40,10,10,10,10,10,10,10,10,10,10,10,10,10,390,480,10,10,30,10,20,hayır,,,Geçerli,Ana Liste
dünya kupası hangi kanalda,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,18100,LOW,4,0.3,0.1,0.35,evet,74000,110000,6600,4400,4400,170,170,390,590,390,720,70,210,590,70,70,170,30,40,70,70,40,50,30,590,3600,110,70,70,50,50,hayır,,,Geçerli,Ana Liste
dünya kupası bilet,FIFA Dünya Kupası,Futbol,Dünya Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,4 Yılda Bir,Turnuva,Bilet,Ticari,Lig/Organizasyon,Jenerik,Türkçe,Body,bil,480,MEDIUM,36,0.13,0.02,0.15,evet,390,880,590,2900,480,110,170,390,210,50,30,10,10,20,20,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,hayır,,,Geçerli,Ana Liste
avrupa şampiyonası futbol,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,110,LOW,0,,,,evet,320,140,40,70,70,40,40,30,110,140,320,30,20,40,20,10,20,10,10,10,20,20,10,30,590,1300,110,70,70,50,40,hayır,,,Geçerli,Ana Liste
avrupa şampiyonası futbol puan durumu,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,10,LOW,0,,,,evet,10,10,0,0,10,10,10,10,10,20,20,0,0,0,10,0,0,10,10,10,10,20,10,10,30,170,10,10,10,0,10,hayır,,,Geçerli,Ana Liste
avrupa şampiyonası futbol fikstür,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
avrupa şampiyonası futbol canlı izle,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
euro 2028,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,5400,LOW,0,0.23,0.09,0.66,evet,14800,27100,2400,5400,3600,1600,1000,1000,3600,1600,1300,1000,1300,2900,5400,1000,2400,1000,1000,1300,1300,1300,1300,2400,22200,12100,880,480,590,320,390,hayır,,,Geçerli,Ana Liste
euro 2028 puan durumu,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,10,LOW,0,,,,evet,30,50,20,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
euro 2028 fikstür,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,0,,,,evet,10,20,10,10,10,10,10,0,10,0,0,0,0,10,10,10,10,0,10,0,10,0,10,10,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
euro 2028 canlı izle,UEFA EURO,Futbol,Kıta Turnuvası,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
uluslar ligi,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,33100,LOW,0,0.29,0.05,0.34,evet,74000,110000,9900,18100,40500,60500,2900,2900,22200,18100,14800,6600,27100,673000,22200,22200,823000,14800,18100,33100,1220000,1000000,823000,33100,90500,49500,3600,1600,9900,18100,1600,hayır,,,Geçerli,Ana Liste
uluslar ligi puan durumu,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,12100,LOW,0,,0.16,0.26,evet,27100,33100,4400,12100,27100,27100,1000,880,9900,6600,5400,1600,3600,110000,6600,9900,368000,6600,8100,22200,1000000,823000,450000,14800,8100,6600,590,260,1000,1000,140,hayır,,,Geçerli,Ana Liste
uluslar ligi fikstür,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,140,LOW,0,,,,evet,480,390,30,70,90,390,10,10,90,90,70,20,140,1000,70,90,1600,50,50,170,2400,3600,2900,110,320,140,20,10,40,210,20,hayır,,,Geçerli,Ana Liste
uluslar ligi canlı izle,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,LOW,7,0.31,,,evet,10,10,0,0,0,20,10,0,0,0,10,0,10,390,10,0,140,0,0,0,170,110,90,10,10,10,10,0,0,10,10,hayır,,,Geçerli,Ana Liste
uefa uluslar ligi,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,6600,LOW,0,0.18,0.04,0.4,evet,18100,9900,1300,2900,4400,22200,880,880,6600,6600,3600,1900,5400,165000,5400,9900,165000,6600,6600,22200,301000,301000,201000,6600,14800,4400,880,590,2400,14800,880,hayır,,,Geçerli,Ana Liste
uefa uluslar ligi puan durumu,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,260,LOW,1,,,,evet,110,170,30,70,260,320,170,170,880,720,260,90,140,1300,260,320,3600,390,1000,1000,33100,22200,5400,70,210,210,40,20,170,320,140,hayır,,,Geçerli,Ana Liste
uefa uluslar ligi fikstür,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,260,LOW,0,,,,evet,260,260,320,320,320,480,110,260,320,320,170,90,20,390,210,30,390,30,50,70,1000,1600,1300,480,480,390,170,210,170,140,10,hayır,,,Geçerli,Ana Liste
uefa uluslar ligi canlı izle,UEFA Uluslar Ligi,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,10,,,,,,evet,0,0,0,0,0,10,0,0,0,10,0,0,10,90,10,0,50,10,0,10,90,40,50,0,10,10,0,0,10,10,0,hayır,,,Geçerli,Ana Liste
kupa amerika,Copa America,Futbol,Kıta Turnuvası,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Güney Amerika,Uluslararası,Yok,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,170,LOW,0,,,,evet,720,480,90,70,70,30,90,70,70,70,70,70,390,720,140,140,210,170,140,170,320,390,480,1000,90500,33100,320,110,140,140,170,hayır,,,Geçerli,Ana Liste
