keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,kurum_sorgusu
beşiktaş basketbol oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Body,tk_oyuncu,320,LOW,2,,,,evet,140,590,210,320,320,390,320,320,320,260,480,170,,hayır
beşiktaş basketbol transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,Türkçe,Body,tk_transfer,880,LOW,0,,,,evet,6600,1900,110,90,70,170,720,260,170,170,390,480,,hayır
beşiktaş basketbol,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,Türkçe,Head,tk_jen,110000,LOW,2,0.37,0.11,0.67,evet,18100,246000,110000,135000,74000,165000,165000,165000,110000,90500,60500,12100,,hayır
real madrid basketbol maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_mac,880,LOW,7,,,,evet,30,390,2900,1000,880,880,590,1300,880,880,390,50,,hayır
real madrid basketbol maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_maclar,10,,,,,,evet,0,10,50,0,0,0,0,0,0,0,0,0,,hayır
real madrid basketbol maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,,,,,,,hayir,,,,,,,,,,,,,,hayır
real madrid basketbol maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,10,,,,,,evet,0,10,20,10,10,10,10,10,10,10,10,0,,hayır
real madrid basketbol canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_izle,10,,,,,,evet,0,10,50,10,10,10,0,0,10,10,10,0,,hayır
real madrid basketbol fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Body,tk_fikstur,10,LOW,0,,,,evet,10,10,20,10,10,10,10,10,10,10,10,0,,hayır
real madrid basketbol puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Long-tail,tk_pd,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,0,10,10,10,,hayır
real madrid basketbol kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Body,tk_kadro,170,LOW,1,,,,evet,110,90,480,170,90,90,110,170,210,260,260,50,,hayır
real madrid basketbol oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Body,tk_oyuncu,90,LOW,0,,,,evet,90,70,210,210,70,50,70,50,40,50,90,50,,hayır
real madrid basketbol transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Body,tk_transfer,10,LOW,0,,,,evet,50,10,10,10,10,10,10,10,10,20,30,10,,hayır
real madrid basketbol,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Body,tk_jen,18100,LOW,1,0.25,0.16,0.74,evet,1900,9900,90500,22200,14800,18100,18100,14800,18100,22200,6600,1600,,hayır
barcelona basketbol maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_mac,590,LOW,1,,,,evet,10,1300,210,590,480,720,480,1000,720,720,140,10,,hayır
barcelona basketbol maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
barcelona basketbol maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,,,,,,,hayir,,,,,,,,,,,,,,hayır
barcelona basketbol maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,,,,,,,hayir,,,,,,,,,,,,,,hayır
barcelona basketbol canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,10,,,,,,evet,0,10,10,10,10,10,10,10,10,20,10,0,,hayır
barcelona basketbol fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Body,tk_fikstur,,,,,,,hayir,,,,,,,,,,,,,,hayır
barcelona basketbol puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
barcelona basketbol kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Body,tk_kadro,140,LOW,1,,,,evet,50,50,40,70,70,170,90,260,260,210,210,90,,hayır
barcelona basketbol oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Body,tk_oyuncu,10,LOW,0,,,,evet,10,10,10,10,10,20,20,30,20,10,20,10,,hayır
barcelona basketbol transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Body,tk_transfer,10,LOW,2,1.23,,,evet,40,10,10,10,10,0,10,0,0,0,10,10,,hayır
barcelona basketbol,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,1000,LOW,1,,,,evet,170,1300,590,1300,880,1900,1000,1300,1600,1300,260,90,,hayır
panathinaikos maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,1300,LOW,1,0.13,,,evet,210,210,1300,880,2400,1900,1000,1000,880,1900,480,2400,,hayır
panathinaikos maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,1300,LOW,1,0.13,,,evet,210,210,1300,880,2400,1900,1000,1000,880,1900,480,2400,,hayır
panathinaikos maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,30,LOW,0,,,,evet,10,20,110,10,20,20,10,10,10,20,10,140,,hayır
panathinaikos maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,260,LOW,4,,,,evet,30,210,140,50,70,140,90,110,90,210,90,1900,,hayır
panathinaikos canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,50,LOW,0,,,,evet,10,40,40,20,40,70,50,50,30,140,40,170,,hayır
panathinaikos fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,40,LOW,0,,,,evet,10,10,30,30,50,70,30,40,30,40,20,70,,hayır
panathinaikos puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,1600,LOW,1,,,,evet,170,90,2400,1600,4400,2900,880,720,1300,2900,390,1900,,hayır
panathinaikos kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,260,LOW,0,,,,evet,110,70,140,70,110,260,110,110,90,260,480,1300,,hayır
panathinaikos oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,480,LOW,0,,,,evet,40,40,390,390,880,880,170,260,480,590,140,1300,,hayır
panathinaikos transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,70,LOW,0,,,,evet,140,50,10,10,20,140,70,10,20,10,70,210,,hayır
panathinaikos,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,60500,LOW,0,0.28,0.18,0.22,evet,14800,33100,74000,40500,49500,110000,74000,60500,33100,49500,33100,165000,,hayır
olympiakos maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,590,LOW,0,,,,evet,320,70,480,260,320,1600,880,1300,590,320,1000,320,,hayır
olympiakos maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,4400,LOW,0,0.08,,,evet,590,590,8100,1300,1600,5400,22200,8100,4400,3600,2400,1900,,hayır
olympiakos maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,30,LOW,0,,,,evet,10,10,50,10,20,30,40,40,40,20,30,70,,hayır
olympiakos maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,170,LOW,3,,,,evet,10,70,110,40,70,260,110,590,170,110,390,90,,hayır
olympiakos canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,20,LOW,12,,,,evet,10,10,20,20,20,70,10,30,10,10,20,10,,hayır
olympiakos fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,50,LOW,0,,,,evet,10,10,50,20,30,50,170,90,50,30,50,50,,hayır
olympiakos puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,9900,LOW,0,,,,evet,1300,1300,33100,4400,4400,9900,27100,9900,8100,6600,4400,4400,,hayır
olympiakos kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,260,LOW,0,,,,evet,140,110,590,90,170,210,320,170,260,260,210,320,,hayır
olympiakos oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,1900,LOW,0,,,,evet,880,590,1900,720,1300,2400,2900,1900,2900,2400,1900,2900,,hayır
olympiakos transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,20,LOW,0,,,,evet,70,30,10,10,20,20,40,10,10,10,20,20,,hayır
olympiakos,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,40500,LOW,0,,,,evet,14800,14800,74000,18100,22200,60500,49500,60500,40500,27100,49500,33100,,hayır
maccabi tel aviv maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_mac,390,LOW,0,,,,evet,390,70,320,260,480,480,2400,30,30,50,10,40,,hayır
maccabi tel aviv maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_maclar,390,LOW,0,,,,evet,390,70,320,260,480,480,2400,30,30,50,10,40,,hayır
maccabi tel aviv maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,10,,,,,,evet,0,0,0,10,0,0,10,0,10,10,10,10,,hayır
maccabi tel aviv maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,10,LOW,5,,,,evet,10,0,10,10,10,0,10,10,10,30,10,10,,hayır
maccabi tel aviv canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_izle,50,LOW,10,,,,evet,10,20,10,50,390,50,40,20,20,30,20,10,,hayır
maccabi tel aviv fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Body,tk_fikstur,10,LOW,0,,,,evet,10,10,0,10,10,10,10,10,10,10,10,10,,hayır
maccabi tel aviv puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Long-tail,tk_pd,10,,,,,,evet,0,10,10,10,10,10,0,10,10,10,10,10,,hayır
maccabi tel aviv kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Body,tk_kadro,10,LOW,0,,,,evet,10,10,10,10,20,10,10,20,30,20,30,10,,hayır
maccabi tel aviv oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Body,tk_oyuncu,390,LOW,0,,,,evet,390,110,320,320,590,590,1900,10,20,10,10,10,,hayır
maccabi tel aviv transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Body,tk_transfer,10,LOW,0,,,,evet,10,10,10,0,0,0,0,0,0,10,10,10,,hayır
maccabi tel aviv,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Body,tk_jen,22200,LOW,0,,,,evet,8100,2900,8100,8100,14800,14800,74000,22200,33100,33100,18100,12100,,hayır
zalgiris maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,170,LOW,1,,,,evet,480,140,210,170,210,110,50,30,320,260,70,210,,hayır
zalgiris maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,10,LOW,10,,,,evet,10,0,10,10,10,10,10,0,50,10,10,10,,hayır
zalgiris maçı ne zaman,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,10,LOW,0,,,,evet,10,10,30,20,10,10,10,0,0,10,0,0,,hayır
zalgiris maçı hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,20,LOW,2,,,,evet,10,10,90,30,10,10,10,10,10,30,10,10,,hayır
zalgiris canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,10,LOW,0,,,,evet,10,10,10,10,10,10,0,10,10,10,10,0,,hayır
zalgiris fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,,,,,,,hayir,,,,,,,,,,,,,,hayır
zalgiris puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,10,LOW,2,,,,evet,20,10,20,20,10,10,10,10,10,10,10,20,,hayır
zalgiris kadro,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,20,LOW,0,,,,evet,10,10,40,70,30,20,10,10,10,40,10,10,,hayır
zalgiris oyuncuları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,20,LOW,0,,,,evet,10,10,70,50,20,20,10,10,20,30,10,10,,hayır
zalgiris transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,10,LOW,0,,,,evet,20,10,10,10,0,10,0,10,0,10,10,0,,hayır
