keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,milli_kaynak,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
paddy pimblett kimdir,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,paddy pimblett,,10,LOW,0,,,,evet,20,10,10,10,10,10,30,10,10,10,10,10,20,20,10,30,10,10,10,10,10,0,0,0,10,0,0,0,0,10,10
paddy pimblett hangi takımda,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,paddy pimblett,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paddy pimblett istatistik,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,paddy pimblett,,10,LOW,0,,,,evet,10,10,10,10,0,10,10,10,10,10,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jiri prochazka,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,jiri prochazka,,1900,LOW,1,,,,evet,1300,1000,1000,8100,1300,1900,880,1000,1000,6600,390,320,480,390,590,590,590,480,4400,390,320,390,210,260,880,2400,390,1900,210,210,390
jiri prochazka kimdir,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,jiri prochazka,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiri prochazka hangi takımda,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,jiri prochazka,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiri prochazka istatistik,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,jiri prochazka,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max holloway,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,max holloway,,22200,LOW,3,0.41,0.17,0.64,evet,90500,27100,18100,5400,40500,9900,12100,9900,8100,8100,5400,14800,60500,12100,6600,9900,12100,6600,8100,6600,8100,27100,3600,4400,3600,4400,4400,22200,2400,1900,1900
max holloway kimdir,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,max holloway,,10,LOW,0,,,,evet,50,30,10,10,10,10,10,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max holloway hangi takımda,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,max holloway,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max holloway istatistik,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,max holloway,,10,LOW,1,,,,evet,40,20,20,10,10,10,10,10,10,10,10,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexandre pantoja,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,alexandre pantoja,,1000,LOW,0,,,,evet,390,320,590,320,480,390,480,4400,2400,1000,480,1600,2400,4400,720,720,1300,880,1000,3600,2400,720,210,390,260,390,1000,590,390,260,260
alexandre pantoja kimdir,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,alexandre pantoja,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexandre pantoja hangi takımda,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,alexandre pantoja,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexandre pantoja istatistik,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,alexandre pantoja,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diego lopes,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,diego lopes,,2900,LOW,1,,,,evet,1900,6600,1600,880,1600,2400,5400,1300,1600,1300,8100,1600,1900,1300,1300,9900,2400,1300,880,880,880,1600,2400,480,480,1900,170,1000,210,210,260
diego lopes kimdir,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,diego lopes,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diego lopes hangi takımda,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,diego lopes,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diego lopes istatistik,UFC,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,diego lopes,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ediz gürel,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,ediz gürel,,6600,LOW,0,,,,evet,2900,2900,5400,4400,2900,6600,6600,5400,3600,5400,40500,2900,2900,5400,6600,5400,6600,9900,8100,3600,5400,3600,8100,12100,4400,2400,3600,2900,18100,1900,2400
ediz gürel kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,ediz gürel,,170,LOW,2,,,,evet,50,30,50,50,50,70,70,70,70,140,1300,20,30,30,70,30,70,140,90,40,170,110,170,170,110,50,70,50,1000,10,10
ediz gürel hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,ediz gürel,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ediz gürel istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,ediz gürel,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yağız kaan erdoğmuş,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,,yağız kaan erdoğmuş,,14800,LOW,0,,,,evet,4400,12100,33100,27100,5400,12100,27100,22200,4400,2900,18100,2900,3600,5400,5400,4400,3600,2900,5400,4400,5400,3600,8100,8100,60500,2900,2900,6600,2900,1900,2400
yağız kaan erdoğmuş kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,yağız kaan erdoğmuş,,110,LOW,0,,,,evet,10,260,140,320,40,90,110,260,90,20,110,10,20,20,40,30,50,50,140,110,170,140,170,260,0,0,0,0,0,0,0
yağız kaan erdoğmuş hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,yağız kaan erdoğmuş,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yağız kaan erdoğmuş istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,yağız kaan erdoğmuş,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vahap şanal,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,vahap şanal,,1000,LOW,0,,,,evet,590,720,1900,1000,720,1000,1900,1900,720,720,1300,880,880,1300,1300,1300,1600,1900,1900,3600,1000,720,2400,1000,880,720,880,880,1300,1300,1900
vahap şanal kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,vahap şanal,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,0,10,10,10,0,20,20,40,20,30,90,10,20,20,10,10,10,20,20,40,70,260
vahap şanal hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,vahap şanal,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vahap şanal istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,vahap şanal,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustafa yılmaz,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,mustafa yılmaz,,4400,LOW,0,,,,evet,4400,4400,4400,4400,5400,4400,5400,5400,4400,5400,4400,3600,3600,3600,3600,4400,4400,4400,4400,6600,4400,6600,6600,4400,4400,4400,5400,6600,8100,5400,5400
mustafa yılmaz kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,mustafa yılmaz,,480,LOW,0,,,,evet,390,390,480,480,720,390,390,320,390,590,480,480,320,320,480,390,320,390,480,320,260,1300,320,320,320,320,320,390,1000,480,590
mustafa yılmaz hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,mustafa yılmaz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustafa yılmaz istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,mustafa yılmaz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cem kaan gökerkan,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,,cem kaan gökerkan,,2400,LOW,0,,,,evet,880,1900,14800,1600,1300,1300,1900,2400,590,480,880,480,590,720,880,880,880,880,880,720,590,390,1000,390,390,390,720,590,720,880,390
cem kaan gökerkan kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,cem kaan gökerkan,,10,LOW,0,,,,evet,10,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cem kaan gökerkan hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,cem kaan gökerkan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cem kaan gökerkan istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,cem kaan gökerkan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnus carlsen,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,magnus carlsen,,14800,LOW,0,,0.13,20,evet,14800,12100,27100,18100,12100,22200,22200,22200,8100,9900,12100,9900,14800,40500,22200,18100,18100,22200,22200,33100,12100,9900,12100,18100,33100,12100,12100,12100,33100,12100,18100
magnus carlsen kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,magnus carlsen,,70,LOW,0,,,,evet,70,50,140,70,70,90,140,110,50,50,50,30,50,110,90,70,110,140,90,110,70,50,50,50,170,50,70,50,90,70,90
magnus carlsen hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,magnus carlsen,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnus carlsen istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,magnus carlsen,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gukesh dommaraju,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,gukesh dommaraju,,320,LOW,0,,,,evet,140,210,390,320,260,480,590,320,170,210,720,260,480,2400,170,320,210,260,320,1600,390,70,140,50,70,50,70,480,10,10,10
gukesh dommaraju kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,gukesh dommaraju,,10,,,,,,evet,0,0,10,10,10,10,10,10,10,20,50,20,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gukesh dommaraju hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,gukesh dommaraju,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gukesh dommaraju istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,gukesh dommaraju,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javokhir sindarov,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,javokhir sindarov,,590,LOW,0,,,,evet,210,260,480,3600,260,320,880,320,880,50,90,50,140,110,210,140,110,480,40,50,20,30,30,20,40,20,10,30,10,10,10
javokhir sindarov kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,javokhir sindarov,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javokhir sindarov hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,javokhir sindarov,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javokhir sindarov istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,javokhir sindarov,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikaru nakamura,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,hikaru nakamura,,3600,LOW,0,,,,evet,1900,2900,3600,6600,2900,4400,5400,2900,1900,2900,2400,2400,2900,5400,4400,5400,4400,5400,4400,4400,2900,2400,2900,2900,3600,2900,2400,4400,2900,2900,4400
hikaru nakamura kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,hikaru nakamura,,10,LOW,0,,,,evet,10,10,20,10,10,10,10,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hikaru nakamura hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,hikaru nakamura,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikaru nakamura istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,hikaru nakamura,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabiano caruana,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,fabiano caruana,,1300,LOW,0,,,,evet,590,1000,1300,2400,1600,1900,1900,1000,720,880,1000,720,1000,1900,1000,1600,1000,1600,1300,1900,1000,720,1000,1000,880,1000,1000,2900,1000,1300,1600
fabiano caruana kimdir,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fabiano caruana,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabiano caruana hangi takımda,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fabiano caruana,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabiano caruana istatistik,Satranç,Zihin Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,fabiano caruana,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xantares,E-Spor Ligleri,E-Spor,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,xantares,,22200,LOW,1,0.44,0.21,0.97,evet,18100,33100,22200,27100,33100,27100,22200,14800,18100,14800,14800,18100,18100,22200,27100,33100,33100,40500,27100,12100,9900,12100,18100,12100,9900,9900,12100,14800,18100,12100,8100
