keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,katman,competition,competition_index,cpc,low_bid,high_bid,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,guncellik,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
getafe fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,20,LOW,0,,,,evet,10,10,30,40,30,10,30,20,10,30,20,10,10,10,20,10,20,20,20,20,20,10,0,0,0,0,0,0,0,0,0
getafe puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,5400,LOW,0,,,,evet,880,720,12100,8100,8100,2400,8100,6600,3600,8100,4400,1600,480,1000,5400,8100,4400,5400,6600,6600,4400,4400,4400,1600,210,210,1300,320,590,1600,2400
getafe kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,1,,,,hayır,,,Geçerli,,50,LOW,1,,,,evet,40,30,40,40,110,30,50,40,50,110,70,90,30,50,70,140,50,50,90,110,90,90,140,90,40,70,110,50,90,170,260
getafe canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,10,10,30,10,10,20,10,10,10,0,10,10,10,10,20,30,10,10,20,10,10,0,20,20,10,10,40
getafe transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,10,10,10,10,10,20,20
rayo vallecano,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,1,0.19,0.1,1,hayır,,,Geçerli,,74000,LOW,1,0.19,0.1,1,evet,4400,4400,135000,49500,301000,135000,22200,49500,40500,18100,14800,22200,4400,2400,27100,18100,27100,33100,18100,40500,8100,8100,14800,18100,2900,3600,22200,12100,12100,40500,40500
rayo vallecano maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Maç Sorgusu,Ana Liste,LOW,1,,,,hayır,,,Geçerli,,4400,LOW,1,,,,evet,140,110,6600,3600,18100,9900,1600,1900,1600,880,1000,1900,110,50,1600,1300,1000,2400,1600,2900,720,480,1600,1600,70,50,320,320,210,390,320
rayo vallecano fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Fikstür,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,20,LOW,0,,,,evet,10,10,20,10,90,30,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10
rayo vallecano puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,1900,LOW,0,,,,evet,110,140,4400,1300,9900,4400,390,480,480,170,170,390,110,40,390,320,480,590,260,0,0,0,0,0,0,0,0,0,0,0,0
rayo vallecano kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Kadro,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,20,LOW,0,,,,evet,10,10,30,10,90,50,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,10
rayo vallecano canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,,,,,,hayır,,,Geçerli,,20,,,,,,evet,0,10,70,40,90,10,10,10,10,10,10,10,0,10,10,10,10,10,10,20,10,10,10,10,10,0,10,0,0,10,20
rayo vallecano transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,30,20,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,20
mallorca,Diğer Avrupa Ligleri,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,15,0.55,0.15,0.88,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,27100,LOW,15,0.55,0.15,0.88,evet,18100,22200,60500,60500,27100,33100,27100,27100,12100,12100,22200,22200,14800,12100,27100,22200,22200,22200,27100,22200,27100,40500,27100,27100,14800,14800,27100,22200,18100,33100,40500
mallorca maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,5,0.57,0.04,0.25,hayır,,,Geçerli,,720,LOW,5,0.57,0.04,0.25,evet,90,50,1000,1300,590,1300,880,1600,590,390,880,260,320,20,1000,880,1000,1600,1300,1300,1600,1300,1900,880,30,40,1900,1000,1300,2900,1900
mallorca fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,14,,,,hayır,,,Geçerli,,20,LOW,14,,,,evet,10,10,70,40,20,30,20,10,10,10,10,10,10,10,20,10,10,10,20,10,20,10,20,0,0,0,0,0,0,0,0
mallorca puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,1000,LOW,0,,,,evet,320,1000,3600,2900,880,880,1000,590,210,260,260,260,90,30,720,390,390,480,590,50,320,140,50,40,10,0,90,110,70,390,720
mallorca kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,70,LOW,0,,,,evet,40,70,110,140,70,110,90,50,30,20,70,170,30,30,140,70,40,90,170,110,90,70,90,320,40,50,50,110,90,90,210
mallorca canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,0,10,0,20,10,10,10,10,10,0,10,10,10,10,10,10,10,30,0,0,0,0,0,0,0,0,0
mallorca transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,MEDIUM,48,2.37,0.43,2.73,hayır,,,Geçerli,,10,MEDIUM,48,2.37,0.43,2.73,evet,20,20,20,20,10,20,10,10,10,10,10,40,10,10,10,20,10,10,10,10,10,10,30,40,40,10,10,10,10,10,10
alaves,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,1,,0.32,0.86,hayır,,,Geçerli,,12100,LOW,1,,0.32,0.86,evet,1900,590,22200,14800,12100,18100,18100,14800,8100,14800,6600,8100,2400,880,27100,18100,12100,9900,18100,12100,14800,18100,14800,8100,2400,1600,22200,9900,12100,14800,33100
alaves maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,10,10,10,10,10,10,10,10,10,0,20,10,10,10,10,10,30,20,0,0,0,0,0,0,0,0,0
alaves fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alaves puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,2900,LOW,0,,,,evet,480,260,9900,5400,2900,3600,3600,4400,1900,1900,1300,1600,720,320,8100,6600,2900,2900,3600,2400,2400,3600,4400,1300,20,10,320,110,140,170,480
alaves kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alaves canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alaves transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,0,10,0,0,10,10,10,10,0,10,10,0,10,10,10,10,0,0,10,10,10,10,10,0,10,10,0,0,10
espanyol,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,1,1.2,0.24,1.61,hayır,,,Geçerli,,27100,LOW,1,1.2,0.24,1.61,evet,5400,2400,27100,22200,60500,22200,40500,27100,27100,22200,49500,18100,4400,4400,33100,33100,27100,22200,33100,27100,9900,14800,14800,18100,2900,33100,18100,14800,18100,12100,12100
espanyol maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,1,,,,hayır,,,Geçerli,,2900,LOW,1,,,,evet,720,210,2900,2400,5400,2900,4400,3600,3600,2400,5400,1600,390,320,5400,4400,3600,2900,3600,2900,1600,1900,2400,2400,480,3600,1000,1300,1600,880,720
espanyol fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,20,LOW,0,,,,evet,10,10,30,30,30,30,30,20,20,20,30,10,10,0,30,20,20,10,20,10,10,20,0,0,0,0,0,0,0,0,0
espanyol puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,5400,LOW,0,,,,evet,720,480,8100,4400,9900,4400,8100,6600,8100,2900,6600,2400,720,720,14800,5400,5400,6600,8100,3600,2900,2400,3600,1600,320,90,170,90,110,70,90
espanyol kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,90,LOW,0,,,,evet,50,40,90,70,70,70,210,90,110,50,140,70,50,90,260,70,90,90,50,50,70,70,170,90,20,70,30,30,30,30,40
espanyol canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,5,,,,hayır,,,Geçerli,,10,LOW,5,,,,evet,10,0,10,10,20,10,20,10,10,10,10,20,10,0,10,10,10,0,10,10,10,10,10,10,10,20,10,10,20,10,10
espanyol transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,0,10,10
elche,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,2,,0.21,1.46,hayır,,,Geçerli,,14800,LOW,2,,0.21,1.46,evet,4400,1600,18100,22200,18100,14800,18100,14800,22200,8100,14800,14800,2900,2400,8100,14800,12100,8100,14800,14800,6600,6600,9900,1900,1600,1000,5400,6600,18100,6600,9900
elche maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,1,,,,hayır,,,Geçerli,,1600,LOW,1,,,,evet,390,90,2900,2400,1900,1600,2900,1600,2900,1000,1900,1300,390,210,1300,1300,1300,1300,1600,1300,880,720,1000,210,260,110,390,590,1000,390,590
elche fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elche puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,4400,LOW,0,,,,evet,390,390,9900,6600,6600,2400,4400,3600,6600,2400,3600,1900,720,880,3600,2900,1900,1600,4400,1900,1000,880,1000,170,10,10,30,30,50,20,110
elche kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elche canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,10,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elche transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,0,10,0,0,10,10,10,10,10,10,0,10,10,0,0,10,0,0,0,0,0,10,0,10,10,10,0,10
levante,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,1,0.43,0.17,1.01,hayır,,,Geçerli,,18100,LOW,1,0.43,0.17,1.01,evet,5400,2900,27100,27100,22200,27100,22200,14800,12100,12100,14800,22200,3600,14800,22200,12100,14800,22200,12100,22200,9900,9900,14800,4400,3600,4400,8100,8100,22200,8100,9900
levante maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,1,,,,hayır,,,Geçerli,,1900,LOW,1,,,,evet,260,50,4400,2900,2400,2900,2900,1900,1300,1000,2400,1900,320,1300,2900,1300,1600,1900,1300,2400,1600,1300,1900,320,320,140,590,880,2400,720,720
levante fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,,,,,,hayır,,,Geçerli,,10,,,,,,evet,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levante puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,3600,LOW,0,,,,evet,260,390,12100,5400,2900,4400,5400,2900,1900,1600,2900,2900,590,1900,8100,2400,2900,2900,1600,2900,1600,1300,1000,260,170,170,590,480,880,320,260
levante kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,50,LOW,0,,,,evet,30,20,40,40,30,40,70,30,30,40,110,140,10,10,20,10,20,10,20,20,10,10,20,10,10,10,20,10,10,10,10
levante canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,14,,,,hayır,,,Geçerli,,10,LOW,14,,,,evet,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10
levante transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,0,0,0,10,0,10,0,10
oviedo,Diğer Avrupa Ligleri,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,7,0.65,0.34,1.9,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,1900,LOW,7,0.65,0.34,1.9,evet,1300,1000,1900,1600,1900,1900,1900,1600,1600,1600,2400,4400,1000,2900,1000,880,1000,1000,880,880,880,1000,880,1000,1300,1300,1300,1000,1000,1000,1000
oviedo maçları,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oviedo fikstür,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oviedo puan durumu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,,Geçerli,,320,LOW,0,,,,evet,140,70,1300,720,390,320,390,140,210,110,260,260,70,320,50,40,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0
oviedo kadrosu,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oviedo canlı izle,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,,,,,,hayır,,,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oviedo transfer,La Liga,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,,,,,,hayır,,,Geçerli,,10,,,,,,evet,0,0,0,0,10,10,10,0,0,0,10,10,10,10,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0
